step,cost_func
167,0.6757074222612822
168,0.6756206151870008
169,0.6755339622048716
170,0.6754474625853345
171,0.6753611156035608
172,0.6752749205394182
173,0.6751888766774417
174,0.6751029833067992
175,0.6750172397212592
176,0.674931645219163
177,0.6748461991033878
178,0.6747609006813174
179,0.6746757492648134
180,0.6745907441701813
181,0.6745058847181407
182,0.6744211702337951
183,0.6743366000466027
184,0.6742521734903428
185,0.6741678899030908
186,0.6740837486271843
187,0.6739997490091966
188,0.6739158903999053
189,0.6738321721542646
190,0.6737485936313755
191,0.673665154194459
192,0.6735818532108245
193,0.6734986900518453
194,0.6734156640929262
195,0.6733327747134804
196,0.6732500212968981
197,0.6731674032305204
198,0.6730849199056107
199,0.6730025707173323
200,0.6729203550647135
201,0.6728382723506292
202,0.6727563219817669
203,0.6726745033686067
204,0.6725928159253901
205,0.672511259070097
206,0.672429832224419
207,0.6723485348137337
208,0.6722673662670791
209,0.6721863260171278
210,0.6721054135001626
211,0.6720246281560522
212,0.6719439694282248
213,0.6718634367636445
214,0.6717830296127856
215,0.6717027474296118
216,0.6716225896715458
217,0.6715425557994528
218,0.671462645277611
219,0.6713828575736909
220,0.6713031921587299
221,0.6712236485071116
222,0.6711442260965398
223,0.671064924408017
224,0.6709857429258225
225,0.6709066811374891
226,0.670827738533777
227,0.6707489146086585
228,0.6706702088592899
229,0.6705916207859917
230,0.6705131498922277
231,0.6704347956845813
232,0.670356557672734
233,0.6702784353694463
234,0.6702004282905349
235,0.6701225359548496
236,0.6700447578842563
237,0.6699670936036133
238,0.6698895426407516
239,0.6698121045264542
240,0.6697347787944363
241,0.6696575649813232
242,0.669580462626632
243,0.6695034712727518
244,0.6694265904649214
245,0.669349819751214
246,0.6692731586825119
247,0.6691966068124928
248,0.6691201636976064
249,0.6690438288970567
250,0.6689676019727825
251,0.6688914824894414
252,0.6688154700143858
253,0.6687395641176483
254,0.6686637643719228
255,0.6685880703525429
256,0.6685124816374697
257,0.6684369978072667
258,0.6683616184450871
259,0.6682863431366536
260,0.6682111714702414
261,0.6681361030366598
262,0.6680611374292356
263,0.6679862742437946
264,0.6679115130786476
265,0.667836853534567
266,0.6677622952147776
267,0.6676878377249322
268,0.6676134806731011
269,0.6675392236697513
270,0.6674650663277321
271,0.6673910082622577
272,0.6673170490908908
273,0.667243188433528
274,0.6671694259123818
275,0.6670957611519648
276,0.6670221937790755
277,0.6669487234227819
278,0.6668753497144043
279,0.666802072287502
280,0.6667288907778562
281,0.6666558048234559
282,0.6665828140644823
283,0.6665099181432926
284,0.6664371167044081
285,0.666364409394496
286,0.6662917958623563
287,0.6662192757589068
288,0.6661468487371677
289,0.6660745144522493
290,0.6660022725613367
291,0.6659301227236734
292,0.6658580646005504
293,0.6657860978552904
294,0.6657142221532342
295,0.6656424371617256
296,0.6655707425501008
297,0.6654991379896729
298,0.6654276231537158
299,0.665356197717455
300,0.6652848613580534
301,0.6652136137545944
302,0.6651424545880733
303,0.665071383541382
304,0.6650004002992954
305,0.6649295045484602
306,0.6648586959773811
307,0.6647879742764086
308,0.6647173391377248
309,0.6646467902553331
310,0.6645763273250452
311,0.6645059500444662
312,0.6644356581129873
313,0.6643654512317675
314,0.6642953291037268
315,0.6642252914335309
316,0.6641553379275821
317,0.6640854682940031
318,0.6640156822426312
319,0.6639459794849992
320,0.663876359734332
321,0.6638068227055283
322,0.6637373681151528
323,0.663667995681424
324,0.6635987051242014
325,0.6635294961649776
326,0.6634603685268651
327,0.6633913219345838
328,0.6633223561144534
329,0.6632534707943795
330,0.6631846657038452
331,0.6631159405738982
332,0.6630472951371421
333,0.6629787291277242
334,0.6629102422813266
335,0.6628418343351536
336,0.6627735050279236
337,0.6627052540998585
338,0.6626370812926701
339,0.6625689863495559
340,0.662500969015184
341,0.6624330290356845
342,0.6623651661586418
343,0.6622973801330816
344,0.662229670709463
345,0.6621620376396672
346,0.6620944806769906
347,0.6620269995761316
348,0.661959594093186
349,0.6618922639856308
350,0.6618250090123204
351,0.6617578289334762
352,0.6616907235106748
353,0.6616236925068427
354,0.6615567356862437
355,0.661489852814471
356,0.6614230436584403
357,0.661356307986377
358,0.6612896455678104
359,0.6612230561735645
360,0.6611565395757464
361,0.661090095547743
362,0.661023723864207
363,0.6609574243010518
364,0.660891196635441
365,0.660825040645782
366,0.660758956111714
367,0.6606929428141054
368,0.6606270005350402
369,0.6605611290578125
370,0.6604953281669169
371,0.660429597648043
372,0.6603639372880642
373,0.6602983468750312
374,0.6602328261981654
375,0.6601673750478472
376,0.6601019932156144
377,0.6600366804941474
378,0.6599714366772668
379,0.659906261559923
380,0.6598411549381896
381,0.6597761166092564
382,0.6597111463714201
383,0.6596462440240789
384,0.6595814093677255
385,0.6595166422039354
386,0.6594519423353661
387,0.6593873095657439
388,0.6593227436998625
389,0.6592582445435692
390,0.6591938119037646
391,0.6591294455883917
392,0.659065145406427
393,0.6590009111678811
394,0.6589367426837829
395,0.6588726397661797
396,0.6588086022281257
397,0.6587446298836789
398,0.6586807225478903
399,0.6586168800368029
400,0.65855310216744
401,0.6584893887578007
402,0.6584257396268545
403,0.6583621545945318
404,0.6582986334817214
405,0.6582351761102618
406,0.6581717823029342
407,0.6581084518834578
408,0.6580451846764842
409,0.6579819805075886
410,0.6579188392032659
411,0.6578557605909234
412,0.6577927444988766
413,0.657729790756341
414,0.6576668991934266
415,0.6576040696411323
416,0.657541301931343
417,0.6574785958968167
418,0.6574159513711852
419,0.657353368188947
420,0.6572908461854581
421,0.6572283851969307
422,0.6571659850604256
423,0.6571036456138462
424,0.6570413666959343
425,0.6569791481462636
426,0.6569169898052343
427,0.6568548915140677
428,0.656792853114801
429,0.6567308744502818
430,0.6566689553641635
431,0.6566070957008993
432,0.6565452953057357
433,0.6564835540247099
434,0.6564218717046439
435,0.6563602481931375
436,0.6562986833385654
437,0.6562371769900706
438,0.65617572899756
439,0.6561143392117015
440,0.6560530074839137
441,0.6559917336663668
442,0.6559305176119743
443,0.6558693591743892
444,0.6558082582079994
445,0.6557472145679212
446,0.6556862281099973
447,0.6556252986907903
448,0.6555644261675793
449,0.6555036103983514
450,0.6554428512418033
451,0.6553821485573325
452,0.6553215022050332
453,0.6552609120456916
454,0.6552003779407841
455,0.6551398997524693
456,0.6550794773435851
457,0.6550191105776455
458,0.6549587993188338
459,0.6548985434320002
460,0.6548383427826565
461,0.6547781972369723
462,0.6547181066617708
463,0.6546580709245241
464,0.6545980898933489
465,0.6545381634370039
466,0.6544782914248835
467,0.6544184737270149
468,0.6543587102140543
469,0.6542990007572821
470,0.6542393452285984
471,0.6541797435005227
472,0.6541201954461834
473,0.6540607009393195
474,0.6540012598542745
475,0.6539418720659931
476,0.6538825374500156
477,0.6538232558824788
478,0.6537640272401052
479,0.6537048514002035
480,0.6536457282406669
481,0.6535866576399643
482,0.653527639477141
483,0.6534686736318116
484,0.6534097599841581
485,0.653350898414927
486,0.6532920888054241
487,0.6532333310375121
488,0.653174624993606
489,0.653115970556672
490,0.6530573676102194
491,0.6529988160383025
492,0.6529403157255134
493,0.6528818665569794
494,0.6528234684183618
495,0.65276512119585
496,0.6527068247761569
497,0.6526485790465213
498,0.6525903838946978
499,0.6525322392089583
500,0.6524741448780871
501,0.6524161007913767
502,0.6523581068386258
503,0.652300162910137
504,0.6522422688967117
505,0.6521844246896471
506,0.6521266301807355
507,0.6520688852622578
508,0.6520111898269828
509,0.6519535437681641
510,0.6518959469795345
511,0.6518383993553081
512,0.6517809007901709
513,0.6517234511792825
514,0.6516660504182726
515,0.6516086984032355
516,0.6515513950307289
517,0.651494140197774
518,0.6514369338018443
519,0.651379775740874
520,0.6513226659132444
521,0.6512656042177888
522,0.6512085905537861
523,0.6511516248209587
524,0.651094706919469
525,0.6510378367499197
526,0.650981014213347
527,0.6509242392112201
528,0.6508675116454398
529,0.6508108314183318
530,0.6507541984326486
531,0.6506976125915636
532,0.6506410737986709
533,0.65058458195798
534,0.6505281369739165
535,0.6504717387513171
536,0.6504153871954265
537,0.6503590822118986
538,0.6503028237067907
539,0.6502466115865607
540,0.6501904457580676
541,0.6501343261285669
542,0.650078252605707
543,0.6500222250975317
544,0.6499662435124712
545,0.6499103077593449
546,0.6498544177473563
547,0.6497985733860918
548,0.6497427745855192
549,0.6496870212559823
550,0.6496313133082023
551,0.6495756506532732
552,0.6495200332026594
553,0.6494644608681955
554,0.6494089335620818
555,0.6493534511968839
556,0.6492980136855288
557,0.6492426209413045
558,0.6491872728778553
559,0.6491319694091832
560,0.649076710449644
561,0.6490214959139415
562,0.648966325717133
563,0.6489111997746205
564,0.6488561180021527
565,0.6488010803158206
566,0.6487460866320559
567,0.6486911368676305
568,0.6486362309396526
569,0.6485813687655642
570,0.6485265502631434
571,0.6484717753504959
572,0.6484170439460584
573,0.6483623559685938
574,0.648307711337191
575,0.6482531099712615
576,0.6481985517905375
577,0.6481440367150718
578,0.648089564665234
579,0.6480351355617094
580,0.6479807493254965
581,0.6479264058779064
582,0.64787210514056
583,0.6478178470353863
584,0.6477636314846211
585,0.6477094584108037
586,0.6476553277367778
587,0.6476012393856865
588,0.6475471932809735
589,0.6474931893463788
590,0.6474392275059389
591,0.6473853076839841
592,0.6473314298051366
593,0.6472775937943105
594,0.6472237995767078
595,0.6471700470778162
596,0.6471163362234127
597,0.6470626669395547
598,0.6470090391525838
599,0.6469554527891205
600,0.6469019077760663
601,0.6468484040405981
602,0.6467949415101699
603,0.646741520112509
604,0.6466881397756162
605,0.6466348004277622
606,0.6465815019974873
607,0.646528244413601
608,0.6464750276051763
609,0.6464218515015546
610,0.6463687160323373
611,0.6463156211273894
612,0.6462625667168356
613,0.6462095527310597
614,0.6461565791007028
615,0.6461036457566612
616,0.646050752630085
617,0.6459978996523802
618,0.6459450867551999
619,0.645892313870451
620,0.6458395809302871
621,0.6457868878671089
622,0.6457342346135639
623,0.6456816211025433
624,0.6456290472671821
625,0.6455765130408552
626,0.6455240183571797
627,0.6454715631500103
628,0.6454191473534403
629,0.6453667709017982
630,0.6453144337296484
631,0.6452621357717881
632,0.6452098769632476
633,0.6451576572392873
634,0.6451054765353972
635,0.6450533347872969
636,0.6450012319309315
637,0.6449491679024737
638,0.6448971426383202
639,0.6448451560750893
640,0.644793208149624
641,0.644741298798986
642,0.6446894279604589
643,0.6446375955715423
644,0.6445858015699549
645,0.64453404589363
646,0.6444823284807171
647,0.6444306492695786
648,0.6443790081987885
649,0.644327405207134
650,0.6442758402336111
651,0.6442243132174242
652,0.6441728240979872
653,0.6441213728149198
654,0.6440699593080468
655,0.6440185835173982
656,0.6439672453832074
657,0.6439159448459086
658,0.6438646818461392
659,0.6438134563247352
660,0.6437622682227315
661,0.6437111174813619
662,0.6436600040420547
663,0.6436089278464371
664,0.6435578888363283
665,0.6435068869537427
666,0.6434559221408865
667,0.6434049943401569
668,0.6433541034941426
669,0.6433032495456207
670,0.6432524324375591
671,0.6432016521131095
672,0.6431509085156131
673,0.6431002015885953
674,0.6430495312757646
675,0.6429988975210155
676,0.6429483002684241
677,0.6428977394622472
678,0.6428472150469219
679,0.6427967269670668
680,0.6427462751674775
681,0.6426958595931272
682,0.6426454801891669
683,0.6425951369009226
684,0.6425448296738951
685,0.6424945584537599
686,0.642444323186365
687,0.642394123817731
688,0.6423439602940484
689,0.6422938325616796
690,0.6422437405671559
691,0.6421936842571763
692,0.6421436635786094
693,0.6420936784784883
694,0.6420437289040147
695,0.6419938148025517
696,0.6419439361216301
697,0.6418940928089432
698,0.6418442848123449
699,0.6417945120798532
700,0.6417447745596452
701,0.6416950722000586
702,0.6416454049495915
703,0.641595772756898
704,0.6415461755707915
705,0.6414966133402421
706,0.6414470860143743
707,0.6413975935424693
708,0.6413481358739628
709,0.6412987129584417
710,0.6412493247456489
711,0.6411999711854777
712,0.6411506522279723
713,0.6411013678233272
714,0.6410521179218875
715,0.6410029024741473
716,0.6409537214307485
717,0.6409045747424794
718,0.6408554623602769
719,0.6408063842352226
720,0.6407573403185435
721,0.6407083305616113
722,0.6406593549159421
723,0.6406104133331929
724,0.6405615057651659
725,0.6405126321638027
726,0.6404637924811869
727,0.640414986669542
728,0.6403662146812307
729,0.6403174764687556
730,0.6402687719847558
731,0.6402201011820093
732,0.6401714640134305
733,0.6401228604320697
734,0.640074290391112
735,0.6400257538438785
736,0.6399772507438237
737,0.6399287810445358
738,0.6398803446997352
739,0.6398319416632754
740,0.6397835718891407
741,0.6397352353314464
742,0.6396869319444379
743,0.6396386616824911
744,0.6395904245001092
745,0.639542220351925
746,0.6394940491926984
747,0.6394459109773168
748,0.6393978056607942
749,0.6393497331982697
750,0.6393016935450083
751,0.6392536866563996
752,0.6392057124879569
753,0.6391577709953172
754,0.6391098621342408
755,0.6390619858606095
756,0.6390141421304274
757,0.6389663308998195
758,0.6389185521250312
759,0.6388708057624282
760,0.6388230917684953
761,0.6387754100998368
762,0.638727760713174
763,0.6386801435653477
764,0.6386325586133138
765,0.6385850058141466
766,0.6385374851250358
767,0.6384899965032869
768,0.6384425399063192
769,0.6383951152916683
770,0.6383477226169818
771,0.6383003618400228
772,0.6382530329186655
773,0.6382057358108968
774,0.6381584704748167
775,0.6381112368686345
776,0.6380640349506714
777,0.6380168646793589
778,0.6379697260132384
779,0.6379226189109595
780,0.6378755433312824
781,0.6378284992330737
782,0.6377814865753086
783,0.6377345053170695
784,0.637687555417546
785,0.6376406368360334
786,0.637593749531933
787,0.6375468934647508
788,0.6375000685940994
789,0.6374532748796939
790,0.6374065122813541
791,0.6373597807590032
792,0.6373130802726681
793,0.6372664107824769
794,0.6372197722486601
795,0.6371731646315503
796,0.6371265878915813
797,0.6370800419892864
798,0.6370335268853008
799,0.6369870425403583
800,0.6369405889152925
801,0.6368941659710364
802,0.6368477736686198
803,0.6368014119691722
804,0.6367550808339206
805,0.6367087802241871
806,0.6366625101013942
807,0.6366162704270573
808,0.6365700611627897
809,0.6365238822702987
810,0.6364777337113885
811,0.6364316154479562
812,0.6363855274419942
813,0.6363394696555882
814,0.6362934420509171
815,0.6362474445902543
816,0.6362014772359629
817,0.6361555399505021
818,0.6361096326964194
819,0.6360637554363553
820,0.636017908133041
821,0.6359720907492991
822,0.635926303248041
823,0.6358805455922695
824,0.6358348177450748
825,0.6357891196696395
826,0.635743451329231
827,0.6356978126872082
828,0.6356522037070159
829,0.6356066243521874
830,0.6355610745863437
831,0.6355155543731916
832,0.6354700636765243
833,0.6354246024602221
834,0.6353791706882514
835,0.6353337683246614
836,0.6352883953335895
837,0.6352430516792563
838,0.635197737325966
839,0.635152452238108
840,0.6351071963801562
841,0.6350619697166646
842,0.6350167722122734
843,0.6349716038317035
844,0.6349264645397588
845,0.6348813543013242
846,0.6348362730813684
847,0.6347912208449386
848,0.6347461975571652
849,0.6347012031832573
850,0.6346562376885053
851,0.6346113010382799
852,0.6345663931980304
853,0.6345215141332857
854,0.6344766638096541
855,0.6344318421928224
856,0.634387049248555
857,0.6343422849426955
858,0.6342975492411645
859,0.6342528421099587
860,0.6342081635151552
861,0.6341635134229046
862,0.634118891799436
863,0.634074298611053
864,0.6340297338241364
865,0.6339851974051419
866,0.6339406893206008
867,0.6338962095371189
868,0.6338517580213773
869,0.6338073347401306
870,0.6337629396602084
871,0.6337185727485125
872,0.6336742339720207
873,0.6336299232977819
874,0.6335856406929188
875,0.6335413861246257
876,0.6334971595601713
877,0.6334529609668943
878,0.6334087903122061
879,0.6333646475635892
880,0.6333205326885986
881,0.6332764456548584
882,0.6332323864300641
883,0.6331883549819821
884,0.6331443512784491
885,0.6331003752873696
886,0.6330564269767209
887,0.6330125063145472
888,0.6329686132689629
889,0.63292474780815
890,0.6328809099003608
891,0.6328370995139148
892,0.6327933166171994
893,0.6327495611786702
894,0.6327058331668501
895,0.6326621325503294
896,0.632618459297765
897,0.6325748133778816
898,0.6325311947594702
899,0.6324876034113854
900,0.6324440393025519
901,0.6324005024019574
902,0.6323569926786566
903,0.6323135101017678
904,0.6322700546404764
905,0.6322266262640301
906,0.6321832249417448
907,0.6321398506429969
908,0.6320965033372291
909,0.632053182993947
910,0.6320098895827208
911,0.6319666230731822
912,0.6319233834350283
913,0.6318801706380179
914,0.6318369846519731
915,0.6317938254467773
916,0.6317506929923768
917,0.6317075872587813
918,0.6316645082160599
919,0.631621455834344
920,0.6315784300838273
921,0.6315354309347644
922,0.6314924583574695
923,0.631449512322319
924,0.6314065927997494
925,0.6313636997602569
926,0.6313208331743977
927,0.6312779930127884
928,0.6312351792461057
929,0.6311923918450839
930,0.6311496307805181
931,0.6311068960232621
932,0.631064187544228
933,0.6310215053143867
934,0.6309788493047676
935,0.6309362194864582
936,0.6308936158306039
937,0.630851038308408
938,0.6308084868911307
939,0.6307659615500902
940,0.6307234622566629
941,0.6306809889822792
942,0.6306385416984295
943,0.6305961203766582
944,0.6305537249885681
945,0.6305113555058167
946,0.6304690119001185
947,0.630426694143243
948,0.6303844022070155
949,0.6303421360633178
950,0.6302998956840846
951,0.6302576810413083
952,0.6302154921070339
953,0.6301733288533626
954,0.6301311912524495
955,0.6300890792765041
956,0.63004699289779
957,0.630004932088624
958,0.6299628968213778
959,0.6299208870684768
960,0.629878902802398
961,0.6298369439956734
962,0.6297950106208875
963,0.6297531026506776
964,0.6297112200577336
965,0.6296693628147984
966,0.6296275308946653
967,0.629585724270183
968,0.6295439429142496
969,0.629502186799817
970,0.6294604558998863
971,0.6294187501875127
972,0.6293770696358004
973,0.629335414217906
974,0.6292937839070374
975,0.6292521786764526
976,0.6292105984994604
977,0.6291690433494198
978,0.6291275131997409
979,0.6290860080238836
980,0.6290445277953576
981,0.6290030724877228
982,0.6289616420745882
983,0.6289202365296125
984,0.6288788558265043
985,0.6288374999390204
986,0.6287961688409685
987,0.628754862506203
988,0.6287135809086287
989,0.6286723240221971
990,0.6286310918209104
991,0.6285898842788178
992,0.6285487013700165
993,0.628507543068652
994,0.6284664093489176
995,0.628425300185054
996,0.6283842155513512
997,0.6283431554221433
998,0.6283021197718142
999,0.628261108574793
1000,0.6282201218055586
1001,0.6281791594386336
1002,0.628138221448589
1003,0.6280973078100412
1004,0.6280564184976541
1005,0.6280155534861377
1006,0.6279747127502473
1007,0.6279338962647836
1008,0.6278931040045952
1009,0.6278523359445738
1010,0.6278115920596598
1011,0.6277708723248353
1012,0.6277301767151302
1013,0.627689505205619
1014,0.6276488577714205
1015,0.627608234387698
1016,0.6275676350296612
1017,0.6275270596725627
1018,0.6274865082917009
1019,0.627445980862417
1020,0.627405477360097
1021,0.6273649977601715
1022,0.6273245420381144
1023,0.627284110169443
1024,0.6272437021297188
1025,0.6272033178945473
1026,0.6271629574395754
1027,0.6271226207404961
1028,0.627082307773043
1029,0.6270420185129939
1030,0.6270017529361691
1031,0.6269615110184313
1032,0.6269212927356874
1033,0.6268810980638849
1034,0.6268409269790145
1035,0.6268007794571088
1036,0.626760655474243
1037,0.6267205550065337
1038,0.6266804780301402
1039,0.6266404245212623
1040,0.6266003944561427
1041,0.6265603878110646
1042,0.6265204045623536
1043,0.6264804446863758
1044,0.626440508159538
1045,0.6264005949582894
1046,0.6263607050591191
1047,0.6263208384385568
1048,0.6262809950731744
1049,0.6262411749395824
1050,0.6262013780144332
1051,0.6261616042744182
1052,0.6261218536962706
1053,0.6260821262567627
1054,0.6260424219327065
1055,0.6260027407009547
1056,0.625963082538399
1057,0.6259234474219719
1058,0.6258838353286442
1059,0.6258442462354264
1060,0.6258046801193693
1061,0.6257651369575612
1062,0.6257256167271316
1063,0.6256861194052467
1064,0.6256466449691126
1065,0.6256071933959755
1066,0.6255677646631179
1067,0.6255283587478627
1068,0.6254889756275708
1069,0.6254496152796402
1070,0.6254102776815091
1071,0.6253709628106526
1072,0.6253316706445835
1073,0.6252924011608544
1074,0.6252531543370528
1075,0.6252139301508074
1076,0.6251747285797811
1077,0.625135549601677
1078,0.625096393194234
1079,0.6250572593352296
1080,0.625018148002477
1081,0.6249790591738271
1082,0.6249399928271686
1083,0.6249009489404266
1084,0.624861927491562
1085,0.6248229284585741
1086,0.6247839518194975
1087,0.6247449975524043
1088,0.6247060656354027
1089,0.6246671560466365
1090,0.6246282687642866
1091,0.6245894037665698
1092,0.6245505610317386
1093,0.624511740538082
1094,0.6244729422639245
1095,0.6244341661876264
1096,0.6243954122875836
1097,0.6243566805422274
1098,0.6243179709300248
1099,0.6242792834294786
1100,0.6242406180191264
1101,0.6242019746775406
1102,0.624163353383329
1103,0.6241247541151349
1104,0.6240861768516357
1105,0.6240476215715444
1106,0.6240090882536089
1107,0.6239705768766096
1108,0.623932087419365
1109,0.6238936198607248
1110,0.6238551741795746
1111,0.6238167503548352
1112,0.6237783483654591
1113,0.6237399681904343
1114,0.623701609808784
1115,0.6236632731995633
1116,0.6236249583418618
1117,0.6235866652148034
1118,0.6235483937975457
1119,0.6235101440692791
1120,0.6234719160092279
1121,0.6234337095966501
1122,0.6233955248108366
1123,0.6233573616311118
1124,0.6233192200368327
1125,0.6232811000073909
1126,0.6232430015222092
1127,0.6232049245607442
1128,0.6231668691024852
1129,0.6231288351269547
1130,0.6230908226137073
1131,0.6230528315423303
1132,0.6230148618924432
1133,0.6229769136436984
1134,0.6229389867757809
1135,0.6229010812684066
1136,0.622863197101326
1137,0.6228253342543189
1138,0.6227874927071994
1139,0.6227496724398125
1140,0.6227118734320347
1141,0.6226740956637755
1142,0.622636339114975
1143,0.6225986037656052
1144,0.62256088959567
1145,0.6225231965852049
1146,0.6224855247142757
1147,0.6224478739629807
1148,0.622410244311449
1149,0.6223726357398414
1150,0.6223350482283483
1151,0.6222974817571929
1152,0.6222599363066281
1153,0.6222224118569392
1154,0.6221849083884398
1155,0.6221474258814768
1156,0.6221099643164258
1157,0.6220725236736943
1158,0.6220351039337192
1159,0.6219977050769694
1160,0.6219603270839424
1161,0.6219229699351668
1162,0.6218856336112014
1163,0.6218483180926352
1164,0.621811023360087
1165,0.6217737493942062
1166,0.6217364961756715
1167,0.6216992636851911
1168,0.6216620519035041
1169,0.6216248608113787
1170,0.6215876903896126
1171,0.621550540619033
1172,0.6215134114804972
1173,0.6214763029548915
1174,0.6214392150231309
1175,0.6214021476661618
1176,0.6213651008649571
1177,0.6213280746005212
1178,0.621291068853886
1179,0.6212540836061132
1180,0.6212171188382933
1181,0.6211801745315456
1182,0.621143250667018
1183,0.621106347225888
1184,0.621069464189361
1185,0.6210326015386703
1186,0.6209957592550799
1187,0.6209589373198805
1188,0.6209221357143916
1189,0.6208853544199611
1190,0.6208485934179658
1191,0.6208118526898104
1192,0.6207751322169269
1193,0.6207384319807767
1194,0.6207017519628484
1195,0.6206650921446584
1196,0.6206284525077522
1197,0.6205918330337009
1198,0.6205552337041065
1199,0.6205186545005965
1200,0.620482095404826
1201,0.6204455563984783
1202,0.6204090374632643
1203,0.6203725385809226
1204,0.6203360597332185
1205,0.6202996009019454
1206,0.6202631620689227
1207,0.6202267432159986
1208,0.6201903443250478
1209,0.6201539653779707
1210,0.6201176063566978
1211,0.6200812672431838
1212,0.6200449480194112
1213,0.6200086486673901
1214,0.6199723691691564
1215,0.6199361095067731
1216,0.6198998696623302
1217,0.6198636496179437
1218,0.619827449355756
1219,0.6197912688579371
1220,0.6197551081066823
1221,0.619718967084214
1222,0.6196828457727804
1223,0.6196467441546567
1224,0.6196106622121434
1225,0.6195745999275677
1226,0.6195385572832828
1227,0.6195025342616678
1228,0.6194665308451276
1229,0.6194305470160935
1230,0.6193945827570229
1231,0.6193586380503976
1232,0.6193227128787269
1233,0.6192868072245444
1234,0.6192509210704106
1235,0.61921505439891
1236,0.6191792071926542
1237,0.6191433794342782
1238,0.6191075711064457
1239,0.6190717821918431
1240,0.6190360126731826
1241,0.6190002625332022
1242,0.6189645317546643
1243,0.6189288203203577
1244,0.6188931282130944
1245,0.6188574554157138
1246,0.6188218019110779
1247,0.6187861676820755
1248,0.6187505527116193
1249,0.6187149569826468
1250,0.6186793804781207
1251,0.6186438231810282
1252,0.618608285074381
1253,0.6185727661412155
1254,0.6185372663645934
1255,0.6185017857275993
1256,0.6184663242133431
1257,0.6184308818049604
1258,0.618395458485609
1259,0.6183600542384717
1260,0.618324669046756
