0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.2530209341573937,0.6141109346938971,1.169085801878414,-1.9913038602667987,-0.8907242989910314,-1.38125440429686,0.11958360342698898,-0.3610674053958192,-0.3570851673267352,-0.17573993190633788,-1.4481990289332107,-0.06022682243542478,-0.6071859083675409,-0.26642947159685787,-1.182602533530555,-0.2412397399845086,-0.20714734883959116,-0.05267749793108835,-0.27219089846008004,-0.28979692728278733,-0.47206162636025706,-1.038850964350425,0.019572800358686575,-0.2904487849196674,0.009928813401968403,-0.3231011798225667,-0.13855007880495246,-0.9379490721642985
